"State","County","accident_count","mean_severity","mean_distance","mean_temperature","mean_wind_chill","mean_humidity","mean_pressure","mean_visibility","mean_wind_speed","mean_precipitation","r_side_frac","amenity_frac","bump_frac","crossing_frac","give_way_frac","junction_frac","no_exit_frac","railway_frac","roundabout_frac","station_frac","stop_frac","traffic_calming_frac","traffic_signal_frac","turning_loop_frac","day_frac"
"AL","Autauga",249,2.22088353413655,1.80111646586345,64.3228215767635,63.4977272727273,66.1637168141593,29.912125,9.02400826446281,5.26610878661088,0.0424423963133641,0.767068273092369,0,0,0,0,0.0281124497991968,0,0,0,0,0,0,0.0200803212851406,0,0.626506024096386
"AL","Baldwin",831,2.11191335740072,2.72370036101083,70.0320102432779,69.4823211875843,74.2445582586428,30.0322544080605,9.45520965692503,7.1006345177665,0.00596330275229358,0.92057761732852,0.00120336943441637,0,0.00120336943441637,0,0.098676293622142,0,0,0,0,0,0,0.02647412755716,0,0.689530685920578
"AL","Barbour",15,2.13333333333333,0.1584,70.81,72.8,64.4,29.882,10,5.9,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333333333
"AL","Bibb",31,2.38709677419355,0.353774193548387,65.5161290322581,62.3,59,29.5729032258065,8.96774193548387,4.88064516129032,0.000416666666666667,0.419354838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774193548387097
"AL","Blount",447,2.08948545861298,0.467711409395973,60.8807606263982,60.2660465116279,70.3646532438479,29.4274272930649,9.06431767337808,5.72050113895216,0.00765661252900232,0.718120805369127,0.00447427293064877,0,0,0.00671140939597315,0.0536912751677852,0,0,0.00671140939597315,0,0.0357941834451902,0.00223713646532438,0.0156599552572707,0,0.595078299776286
"AL","Bullock",33,2.48484848484848,0.681060606060606,72.2727272727273,71.4333333333333,58.0909090909091,29.7366666666667,9.71875,6.66875,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787878787878788
"AL","Butler",132,2.28030303030303,4.03887878787879,66.4434108527132,65.0929203539823,69.2325581395349,29.6209302325581,8.50193798449612,5.29590163934426,0.0146218487394958,0.954545454545455,0,0,0.0151515151515152,0,0.113636363636364,0,0.00757575757575758,0,0,0,0,0,0,0.696969696969697
"AL","Calhoun",104,2.18269230769231,2.15416346153846,69.4009803921569,69.415306122449,66.0980392156863,29.4125490196078,9.38480392156863,6.32745098039216,0.012680412371134,0.923076923076923,0,0,0,0,0.144230769230769,0,0,0,0,0,0,0.0288461538461538,0,0.673076923076923
"AL","Chambers",40,2.3,1.339075,65.8075,65.9714285714286,65.6,29.4395,9.115,5.65,0.00153846153846154,0.925,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.725
"AL","Cherokee",14,2.71428571428571,0.572428571428571,62.6,57.6,63.6428571428571,29.3635714285714,9.3,6.95,0.005,0.642857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714
"AL","Chilton",737,2.11397557666214,2.04406241519674,64.5566757493188,63.9848714069592,71.9120879120879,29.5175918367347,8.86607629427793,4.08438818565401,0.0129652042360061,0.827679782903664,0.00271370420624152,0,0.00271370420624152,0,0.162822252374491,0,0.00271370420624152,0,0,0,0,0,0,0.592944369063772
"AL","Choctaw",12,2.66666666666667,0.737416666666667,64.1666666666667,62.1666666666667,80,29.7433333333333,10,4,0,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL","Clarke",9,2.88888888888889,0.598555555555556,72.4444444444444,72.4444444444444,47.8888888888889,29.89,10,5.11111111111111,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777777777778
"AL","Clay",9,2,0.410222222222222,67.4444444444444,66.1111111111111,71.2222222222222,29.3511111111111,8.22222222222222,5,0.0111111111111111,0.555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667
"AL","Cleburne",150,2.10666666666667,2.62948666666667,63.7595890410959,63.2014492753623,71.8561643835616,29.4096575342466,9.55244755244755,4.60965517241379,0.00109489051094891,0.973333333333333,0,0,0,0.0133333333333333,0.2,0,0,0,0,0.0266666666666667,0,0.00666666666666667,0,0.626666666666667
"AL","Coffee",22,2.36363636363636,0.740772727272727,66.1545454545455,64.1,69.7272727272727,29.7845454545455,7.95454545454545,6.25909090909091,0.018,0.409090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772727272727273
"AL","Colbert",34,2.20588235294118,0.195323529411765,66.3529411764706,61.3461538461538,65.8529411764706,29.6191176470588,8.45588235294118,6.09032258064516,0.00333333333333333,0.352941176470588,0,0,0.0294117647058824,0.0294117647058824,0,0,0.0294117647058824,0,0,0,0,0.147058823529412,0,0.705882352941177
"AL","Conecuh",79,2.18987341772152,2.58310126582278,66.6632911392405,65.671875,71.4303797468354,29.8449367088608,9.06329113924051,4.87671232876712,0.0166666666666667,0.987341772151899,0,0,0.0253164556962025,0,0.113924050632911,0,0.0253164556962025,0,0,0,0,0.0126582278481013,0,0.69620253164557
"AL","Coosa",18,2.27777777777778,0.399722222222222,60.0555555555556,56.2142857142857,83.1111111111111,29.5466666666667,8.77777777777778,5.43333333333333,0.0364285714285714,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611111111111111
"AL","Covington",10,2,0.228,73.9,72.125,78.8,29.74,7.36111111111111,8,0.12,0.7,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,1
"AL","Crenshaw",8,2.5,0.510625,85.1375,88.7142857142857,54.375,29.74125,10,4.225,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
"AL","Cullman",211,2.14218009478673,1.44967298578199,63.3259615384615,62.2487804878049,69.0144230769231,29.4142307692308,9.49519230769231,6.70291262135922,0.00258536585365854,0.796208530805687,0,0,0,0.00947867298578199,0.232227488151659,0,0,0,0,0.00947867298578199,0,0.042654028436019,0,0.635071090047393
"AL","Dale",49,2.36734693877551,0.418,60.2612244897959,58.1065217391304,69.4489795918367,29.8451020408163,9.85714285714286,5.49148936170213,0,0.612244897959184,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0,0.612244897959184
"AL","Dallas",34,2.52941176470588,0.677088235294118,63.5029411764706,57.6071428571429,67.8235294117647,29.8447058823529,9.17647058823529,6.434375,0,0.735294117647059,0,0,0.0294117647058824,0,0,0,0.0294117647058824,0,0,0,0,0.0882352941176471,0,0.470588235294118
"AL","De Kalb",1,4,2.511,80.6,NA,32,29.95,10,6.9,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AL","DeKalb",55,2.36363636363636,1.86558181818182,58.5074074074074,57.6297872340426,70.3888888888889,29.2661818181818,9.44090909090909,4.81481481481481,0.0104255319148936,0.8,0,0,0,0,0.145454545454545,0,0,0,0,0,0,0,0,0.727272727272727
"AL","Elmore",212,2.08962264150943,0.848971698113208,65.7685714285714,65.469387755102,69.0547263681592,29.8752403846154,8.90952380952381,5.50143540669856,0.00127551020408163,0.764150943396226,0,0,0,0,0.0424528301886792,0,0,0,0,0,0,0.0377358490566038,0,0.650943396226415
"AL","Escambia",96,2.23958333333333,3.09484375,65.25625,64.1666666666667,69.78125,29.8936458333333,8.90885416666667,5.87096774193548,0.000476190476190476,0.885416666666667,0,0,0.03125,0,0.0625,0,0.03125,0,0,0,0,0,0,0.572916666666667
"AL","Etowah",41,2.90243902439024,2.61114634146341,67.6675,60.1863636363636,75.775,29.804,9.70625,5.31944444444444,0,0.780487804878049,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0.0731707317073171,0,0.682926829268293
"AL","Fayette",11,2.18181818181818,0.533454545454546,74.2727272727273,74.7,61.1,29.5418181818182,8.86363636363636,3.8,0,0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909
"AL","Franklin",3,2.66666666666667,0.222666666666667,51,49.6666666666667,78.6666666666667,29.08,4,6.66666666666667,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333
"AL","Geneva",20,2.2,0.7149,70.9411764705882,69.9375,68.0588235294118,29.7205882352941,10,6.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
"AL","Greene",140,2.21428571428571,3.66959285714286,66.1485294117647,64.6471074380165,77.4779411764706,29.8302919708029,9.04379562043796,4.91363636363636,0.00788617886178862,0.971428571428571,0,0,0,0,0.264285714285714,0,0,0,0,0.0285714285714286,0,0,0,0.571428571428571
"AL","Hale",22,2.63636363636364,0.615909090909091,70.2227272727273,68.7666666666667,77.5909090909091,29.9609090909091,9.27272727272727,5.02222222222222,0,0.727272727272727,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0.636363636363636
"AL","Henry",14,2.42857142857143,0.558142857142857,66.2,63.15,73.8571428571429,29.7892857142857,9.57142857142857,6.90833333333333,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714285714
"AL","Houston",79,2.11392405063291,0.176481012658228,65.873417721519,64.7027027027027,68.2151898734177,29.7635443037975,9.22784810126582,7.32025316455696,0.000136986301369863,0.734177215189873,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0.215189873417722,0,0.645569620253165
"AL","Jackson",53,2.45283018867925,0.627905660377359,56.2452830188679,51.4340425531915,76.7547169811321,29.3005660377358,9.05660377358491,5.09811320754717,0.00511111111111111,0.509433962264151,0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.0188679245283019,0,0.547169811320755
"AL","Jefferson",4558,2.10969723562966,0.890772268538833,64.3860933009065,63.3402825979177,68.1322131328764,29.4800087931414,9.05262868455785,6.53072764136067,0.0167170363148915,0.946906537955243,0.000877577885037297,0,0.00329091706888986,0.000877577885037297,0.171785870996051,0,0.00131636682755595,0,0.00943396226415094,0.000438788942518649,0,0.0372970601140851,0,0.654234313295305
"AL","Lamar",8,3,0.859625,67.625,64.5,60.875,29.94875,10,5.275,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
"AL","Lauderdale",13,2.38461538461538,0.320230769230769,67.8538461538461,64.4090909090909,65.8461538461538,29.6538461538462,8.32307692307692,6.6,0.00444444444444444,0.692307692307692,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0.923076923076923
"AL","Lawrence",10,2.8,0.2313,60.8,60.1,78.9,29.359,9.1,6.4,0.003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"AL","Lee",83,2.42168674698795,0.903915662650602,65.5844155844156,62.2814814814815,67.6184210526316,29.5720512820513,9.64873417721519,7.468,0.00836363636363636,0.867469879518072,0,0,0,0,0.204819277108434,0,0,0,0,0,0,0.0120481927710843,0,0.759036144578313
"AL","Limestone",383,2.10966057441253,0.881840731070496,62.1591623036649,61.5838888888889,71.0183246073298,29.4920680628272,9.13324607329843,6.5704,0.0179022988505747,0.890339425587467,0,0,0,0.0261096605744125,0.0992167101827676,0,0,0,0,0.0287206266318538,0,0.120104438642298,0,0.736292428198433
"AL","Lowndes",156,2.16025641025641,3.51021794871795,69.6608974358974,69.371724137931,71.0448717948718,29.8151282051282,9.63942307692308,6.70454545454545,0.017891156462585,0.916666666666667,0,0,0,0,0.224358974358974,0,0,0,0,0,0,0,0,0.576923076923077
"AL","Macon",125,2.312,2.444712,66.2404958677686,66.0333333333333,70.3471074380165,29.7770491803279,9.70491803278689,5.16086956521739,0,0.976,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.608
"AL","Madison",1505,2.07375415282392,0.291956810631229,62.6050209205021,61.9071752265861,71.2970711297071,29.3824248777079,9.0536592178771,6.26340941512125,0.00270411985018727,0.782724252491694,0.00730897009966777,0,0.0205980066445183,0.0166112956810631,0.0990033222591362,0.00132890365448505,0,0,0.013953488372093,0.0132890365448505,0,0.220598006644518,0,0.675083056478405
"AL","Marengo",14,2.42857142857143,1.2565,66.0571428571429,68.8461538461538,81.6428571428571,29.7,6.78571428571429,5,0.00307692307692308,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857142857143
"AL","Marion",62,2.09677419354839,1.71827419354839,58.308064516129,55.8363636363636,83.9193548387097,29.1617741935484,8.32258064516129,6.31724137931035,0.0227118644067797,0.951612903225806,0,0,0,0,0.161290322580645,0,0,0,0,0,0,0,0,0.516129032258065
"AL","Marshall",31,2.25806451612903,0.249387096774194,61.3806451612903,62.5103448275862,75.8709677419355,29.161935483871,8.93548387096774,4.85333333333333,0.00517241379310345,0.67741935483871,0,0,0,0.032258064516129,0,0,0,0,0,0,0,0,0,0.741935483870968
"AL","Mobile",1939,2.12686952037133,1.21854203197524,71.0438796680498,70.8116890380313,74.0995850622407,29.9692609819121,8.93770703933747,7.56659707724426,0.00857454942654287,0.921093347086127,0.0036101083032491,0,0.00412583806085611,0.0036101083032491,0.185662712738525,0,0.00257864878803507,0,0,0.00154718927282104,0,0.0541516245487365,0,0.709128416709644
"AL","Monroe",9,2.44444444444444,1.29377777777778,80.3333333333333,79.75,71.5555555555556,29.8044444444444,9.33333333333333,3.5,0.0333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AL","Montgomery",1970,2.0989847715736,0.597474111675127,66.7759773662551,66.2004540295119,69.2279957582185,29.8819064748201,9.30360596707819,5.09614164904863,0.0289676687464549,0.890862944162436,0,0,0.0192893401015228,0.0157360406091371,0.108121827411168,0.00253807106598985,0.00101522842639594,0,0.00203045685279188,0,0,0.110152284263959,0,0.676649746192893
"AL","Morgan",214,2.19158878504673,0.902691588785047,62.4060747663551,61.8313513513514,72.5560747663551,29.5258411214953,8.52289719626168,6.70676328502415,0.0275935828877005,0.775700934579439,0,0,0.0186915887850467,0.00467289719626168,0.0280373831775701,0,0,0,0,0.0186915887850467,0,0.149532710280374,0,0.775700934579439
"AL","Perry",7,2.14285714285714,0.319571428571429,75,75,74.8333333333333,29.6866666666667,9.5,4.5,0,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571
"AL","Pickens",21,2.42857142857143,0.594428571428571,57.4285714285714,58.0526315789474,79.1904761904762,29.8642857142857,9.52380952380952,2.99,0,0.714285714285714,0,0,0.0476190476190476,0,0,0,0.0476190476190476,0,0,0,0,0,0,0.428571428571429
"AL","Pike",156,2.04487179487179,0.264192307692308,69.0766233766234,68.7533333333333,67.7922077922078,29.6436774193548,9.61038961038961,4.7797385620915,0.0104635761589404,0.41025641025641,0.00641025641025641,0,0.0192307692307692,0,0,0,0.0192307692307692,0,0,0.0128205128205128,0,0,0,0.583333333333333
"AL","Randolph",4,2,0.42725,58.5,58.5,75.25,28.94,10,2.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"AL","Russell",61,2.37704918032787,0.289196721311475,63.8327868852459,64.0672413793103,65.016393442623,29.7403278688525,9.72131147540984,6.24915254237288,0.00142857142857143,0.737704918032787,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0.0819672131147541,0,0.573770491803279
